statusId|sensorName|[value-x,value-y,value-z]|timestamp
218|K6DS3TR Accelerometer|[0.40222588,-0.46567222,9.904813]|1566265899179
218|Samsung Linear Acceleration Sensor|[0.07110664,-0.38088635,0.10412121]|1566265899179
218|K6DS3TR Gyroscope|[0.014782937,0.049015824,0.04506964]|1566265899186
218|K6DS3TR Accelerometer|[0.18794483,0.02633622,9.411607]|1566265899188
218|Samsung Linear Acceleration Sensor|[-0.13823533,0.10971823,-0.3892622]|1566265899188
218|K6DS3TR Gyroscope|[-0.0053756163,0.03252246,0.05667608]|1566265899196
218|K6DS3TR Accelerometer|[0.50876784,0.19153613,9.64145]|1566265899198
218|Samsung Linear Acceleration Sensor|[0.18546373,0.27494204,-0.15951443]|1566265899199
218|K6DS3TR Gyroscope|[0.018448127,-0.020622814,0.04201531]|1566265899207
218|K6DS3TR Accelerometer|[0.17357962,0.32680854,9.52174]|1566265899209
218|Samsung Linear Acceleration Sensor|[-0.15167798,0.40685374,-0.27918816]|1566265899209
218|K6DS3TR Gyroscope|[0.013561206,0.03068987,0.062173866]|1566265899216
218|K6DS3TR Accelerometer|[0.6919243,0.09696517,9.859323]|1566265899218
218|Samsung Linear Acceleration Sensor|[0.368734,0.17393193,0.058301926]|1566265899218
218|K6DS3TR Gyroscope|[0.0068416875,-0.031007525,0.054232616]|1566265899226
218|K6DS3TR Accelerometer|[0.23343466,0.29927522,9.372103]|1566265899228
218|Samsung Linear Acceleration Sensor|[-0.093374774,0.37288004,-0.42882347]|1566265899229
218|K6DS3TR Gyroscope|[0.0013439022,0.016639967,0.06706078]|1566265899237
218|K6DS3TR Accelerometer|[0.6440403,-0.11731588,9.983821]|1566265899239
218|Samsung Linear Acceleration Sensor|[0.3175168,-0.04576399,0.18286896]|1566265899239
218|K6DS3TR Gyroscope|[-0.0029321574,-0.016346758,0.05362175]|1566265899246
218|K6DS3TR Accelerometer|[0.020350715,-0.049081136,9.655815]|1566265899248
218|Samsung Linear Acceleration Sensor|[-0.3079722,0.021307986,-0.14508438]|1566265899248
218|K6DS3TR Gyroscope|[0.0013439022,0.009309582,0.05362175]|1566265899256
218|K6DS3TR Accelerometer|[0.49440265,0.01316811,10.086772]|1566265899259
218|Samsung Linear Acceleration Sensor|[0.16642368,0.082045704,0.28585052]|1566265899259
218|K6DS3TR Gyroscope|[1.221709E-4,0.009309582,0.05362175]|1566265899267
218|K6DS3TR Accelerometer|[0.2837129,-0.30526072,9.816227]|1566265899269
218|Samsung Linear Acceleration Sensor|[-0.0436441,-0.2367917,0.015280724]|1566265899268
218|K6DS3TR Gyroscope|[0.0043982267,-0.015735893,0.059119537]|1566265899276
218|K6DS3TR Accelerometer|[0.29448682,-0.40222588,9.995792]|1566265899278
218|Samsung Linear Acceleration Sensor|[-0.034521967,-0.333822,0.19490147]|1566265899278
218|K6DS3TR Gyroscope|[0.014172072,0.017250832,0.06522819]|1566265899287
218|K6DS3TR Accelerometer|[0.48602295,-0.11133038,9.737218]|1566265899289
218|Samsung Linear Acceleration Sensor|[0.15827689,-0.04384215,-0.06372166]|1566265899289
218|K6DS3TR Gyroscope|[0.011117745,-0.00962724,0.06339559]|1566265899297
218|K6DS3TR Accelerometer|[0.21188685,-0.22744916,9.642648]|1566265899299
218|Samsung Linear Acceleration Sensor|[-0.11692327,-0.16028991,-0.15825844]|1566265899298
218|K6DS3TR Gyroscope|[0.01295034,1.4660507E-4,0.062784724]|1566265899306
218|K6DS3TR Accelerometer|[0.40940848,0.4345476,9.583989]|1566265899308
218|Samsung Linear Acceleration Sensor|[0.0803355,0.50010985,-0.21691895]|1566265899308
218|K6DS3TR Gyroscope|[7.3303655E-4,0.009309582,0.05789781]|1566265899316
218|K6DS3TR Accelerometer|[0.32680854,-0.073023155,9.738416]|1566265899319
218|Samsung Linear Acceleration Sensor|[-0.0015855432,-0.007751696,-0.062517166]|1566265899319
218|K6DS3TR Gyroscope|[0.01050688,0.0050335266,0.053010885]|1566265899327
218|K6DS3TR Accelerometer|[0.41060558,-0.22026655,9.832987]|1566265899329
218|Samsung Linear Acceleration Sensor|[0.08237234,-0.15588446,0.032042503]|1566265899328
218|K6DS3TR Gyroscope|[-0.0023212917,0.03679852,0.051789157]|1566265899336
218|K6DS3TR Accelerometer|[-0.025139118,-0.3172317,9.673772]|1566265899338
218|Samsung Linear Acceleration Sensor|[-0.349405,-0.25197902,-0.12729836]|1566265899338
218|K6DS3TR Gyroscope|[0.028221972,-0.043835692,0.03590666]|1566265899347
218|K6DS3TR Accelerometer|[0.545878,-0.0047884034,10.223241]|1566265899349
218|Samsung Linear Acceleration Sensor|[0.21728158,0.058103863,0.42229939]|1566265899349
218|K6DS3TR Gyroscope|[-0.012706,0.04657236,0.04995656]|1566265899357
218|K6DS3TR Accelerometer|[0.22146365,-0.055066638,9.7084875]|1566265899358
218|Samsung Linear Acceleration Sensor|[-0.10244721,0.009432644,-0.092598915]|1566265899358
218|K6DS3TR Gyroscope|[0.0043982267,-0.025509736,0.028576277]|1566265899366
218|K6DS3TR Accelerometer|[0.5422867,-0.05746084,10.260351]|1566265899368
218|Samsung Linear Acceleration Sensor|[0.2156069,0.0068523027,0.45935535]|1566265899368
218|K6DS3TR Gyroscope|[-0.007819079,0.004422661,0.045680504]|1566265899377
218|K6DS3TR Accelerometer|[-0.011971008,-0.12808979,9.500193]|1566265899379
218|Samsung Linear Acceleration Sensor|[-0.33782032,-0.06261629,-0.30082417]|1566265899379
218|K6DS3TR Gyroscope|[0.0013439022,-0.02367714,0.0334632]|1566265899387
218|K6DS3TR Accelerometer|[0.6919243,0.08259996,9.725247]|1566265899388
218|Samsung Linear Acceleration Sensor|[0.36341938,0.1479773,-0.07568169]|1566265899388
218|K6DS3TR Gyroscope|[-0.004153885,0.0441289,0.049345694]|1566265899396
218|K6DS3TR Accelerometer|[0.18674773,-0.1388637,9.489418]|1566265899398
218|Samsung Linear Acceleration Sensor|[-0.13749743,-0.07285424,-0.31164742]|1566265899398
218|K6DS3TR Gyroscope|[-0.0035430193,-0.00840551,0.03712839]|1566265899407
218|K6DS3TR Accelerometer|[0.25019407,-0.06823475,9.5971575]|1566265899409
218|Samsung Linear Acceleration Sensor|[-0.07485038,-0.0017574504,-0.20387936]|1566265899409
218|K6DS3TR Gyroscope|[-0.007819079,0.013585638,0.042626176]|1566265899417
218|K6DS3TR Accelerometer|[0.533907,-0.1316811,9.631873]|1566265899419
218|Samsung Linear Acceleration Sensor|[0.20983958,-0.064130135,-0.1691885]|1566265899418
218|K6DS3TR Gyroscope|[-0.007819079,1.4660507E-4,0.03468493]|1566265899426
218|K6DS3TR Accelerometer|[0.24899697,-0.0023942017,9.569624]|1566265899428
218|Samsung Linear Acceleration Sensor|[-0.07520828,0.0660432,-0.23142624]|1566265899428
218|K6DS3TR Gyroscope|[-0.0023212917,0.004422661,0.0334632]|1566265899436
218|K6DS3TR Accelerometer|[0.32441434,-0.02633622,9.902418]|1566265899439
218|Samsung Linear Acceleration Sensor|[5.272925E-4,0.042368766,0.10135841]|1566265899439
218|K6DS3TR Gyroscope|[-0.005986482,0.017861698,0.026132816]|1566265899447
218|K6DS3TR Accelerometer|[0.34715924,0.17956513,9.746795]|1566265899449
218|Samsung Linear Acceleration Sensor|[0.024828792,0.24836594,-0.054315567]|1566265899449
218|K6DS3TR Gyroscope|[0.0043982267,0.0019791983,0.02430022]|1566265899456
218|K6DS3TR Accelerometer|[0.4429273,-0.24301147,9.753978]|1566265899458
218|Samsung Linear Acceleration Sensor|[0.120408714,-0.17467868,-0.04712963]|1566265899458
218|K6DS3TR Gyroscope|[0.00928515,0.008087851,0.023689354]|1566265899466
218|K6DS3TR Accelerometer|[0.1448492,-0.21188685,9.822212]|1566265899469
218|Samsung Linear Acceleration Sensor|[-0.17686929,-0.14421466,0.021074295]|1566265899469
218|K6DS3TR Gyroscope|[0.012339475,-0.02367714,0.019413298]|1566265899477
218|K6DS3TR Accelerometer|[0.35434186,-0.16998832,10.199299]|1566265899479
218|Samsung Linear Acceleration Sensor|[0.030290663,-0.10312338,0.39823246]|1566265899479
218|K6DS3TR Gyroscope|[0.0068416875,-0.0120707005,0.029187143]|1566265899486
218|K6DS3TR Accelerometer|[0.46208093,-0.019153614,10.00896]|1566265899488
218|Samsung Linear Acceleration Sensor|[0.13663283,0.047335144,0.20793724]|1566265899488
218|K6DS3TR Gyroscope|[0.007452553,-0.013903296,0.02307849]|1566265899496
218|K6DS3TR Accelerometer|[0.44651863,-0.10654198,9.868899]|1566265899498
218|Samsung Linear Acceleration Sensor|[0.11930692,-0.0404478,0.06793213]|1566265899499
218|K6DS3TR Gyroscope|[0.001954766,0.0074769855,0.02063503]|1566265899507
218|K6DS3TR Accelerometer|[0.34715924,-0.2825158,9.965864]|1566265899509
218|Samsung Linear Acceleration Sensor|[0.020282686,-0.21586162,0.16489029]|1566265899509
218|K6DS3TR Gyroscope|[0.0031764973,0.0038117953,0.010250319]|1566265899516
218|K6DS3TR Accelerometer|[0.25258827,-0.2633622,9.707291]|1566265899518
218|Samsung Linear Acceleration Sensor|[-0.07412729,-0.19593754,-0.0936842]|1566265899518
218|K6DS3TR Gyroscope|[0.0013439022,0.014196504,0.0090285875]|1566265899526
218|K6DS3TR Accelerometer|[0.45968673,-0.14844051,9.753978]|1566265899528
218|Samsung Linear Acceleration Sensor|[0.13387707,-0.08004139,-0.04701996]|1566265899529
218|K6DS3TR Gyroscope|[-0.0047647506,0.010531314,0.0078068576]|1566265899537
218|K6DS3TR Accelerometer|[0.19033903,-0.037110128,9.807847]|1566265899539
218|Samsung Linear Acceleration Sensor|[-0.13455778,0.03251729,0.0068273544]|1566265899539
218|K6DS3TR Gyroscope|[0.0025656316,-0.015125027,0.005974262]|1566265899546
218|K6DS3TR Accelerometer|[0.46327803,-0.035913024,9.743204]|1566265899548
218|Samsung Linear Acceleration Sensor|[0.13654777,0.03401522,-0.05775261]|1566265899548
218|K6DS3TR Gyroscope|[-0.004153885,0.008698717,0.01391551]|1566265899556
218|K6DS3TR Accelerometer|[0.40701428,-0.06584055,9.88925]|1566265899558
218|Samsung Linear Acceleration Sensor|[0.08068448,0.004966341,0.0882864]|1566265899559
218|K6DS3TR Gyroscope|[0.001954766,-0.0029077232,0.007195993]|1566265899567
218|K6DS3TR Accelerometer|[0.4345476,-0.061052144,9.872491]|1566265899569
218|Samsung Linear Acceleration Sensor|[0.10733941,0.009928331,0.071558]|1566265899568
218|K6DS3TR Gyroscope|[0.0031764973,0.0038117953,0.0041416665]|1566265899576
218|K6DS3TR Accelerometer|[0.41060558,-0.075417355,9.67018]|1566265899578
218|Samsung Linear Acceleration Sensor|[0.08307999,-0.0044316575,-0.13074207]|1566265899578
218|K6DS3TR Gyroscope|[-4.8869476E-4,-0.005351182,0.0108611835]|1566265899586
218|K6DS3TR Accelerometer|[0.33997664,-0.39624038,9.809045]|1566265899589
218|Samsung Linear Acceleration Sensor|[0.0112760365,-0.3241488,0.008170128]|1566265899589
218|K6DS3TR Gyroscope|[0.001954766,0.016639967,0.021856759]|1566265899597
218|K6DS3TR Accelerometer|[0.2681506,-0.30406362,9.779117]|1566265899599
218|Samsung Linear Acceleration Sensor|[-0.059362173,-0.23062888,-0.021788597]|1566265899599
218|K6DS3TR Gyroscope|[0.011728611,0.0050335266,0.009639453]|1566265899606
218|K6DS3TR Accelerometer|[0.58418524,0.1400608,10.073604]|1566265899608
218|Samsung Linear Acceleration Sensor|[0.25626147,0.21302912,0.2727089]|1566265899608
218|K6DS3TR Gyroscope|[0.0013439022,0.028857272,0.006585127]|1566265899616
218|K6DS3TR Accelerometer|[0.37708676,-0.07062895,9.940725]|1566265899618
218|Samsung Linear Acceleration Sensor|[0.05110544,0.0027522445,0.1397686]|1566265899619
218|K6DS3TR Gyroscope|[-0.004153885,0.013585638,0.011472049]|1566265899627
218|K6DS3TR Accelerometer|[0.5722142,0.034715924,9.90601]|1566265899629
218|Samsung Linear Acceleration Sensor|[0.24621138,0.1087468,0.10505962]|1566265899629
218|K6DS3TR Gyroscope|[0.009896014,0.009920448,0.01269378]|1566265899636
218|K6DS3TR Accelerometer|[0.25258827,-0.22385786,9.630676]|1566265899638
218|Samsung Linear Acceleration Sensor|[-0.07336521,-0.1502509,-0.17027855]|1566265899638
218|K6DS3TR Gyroscope|[0.01050688,-0.0065729134,0.0078068576]|1566265899646
218|K6DS3TR Accelerometer|[0.4237737,-0.095768064,9.721656]|1566265899648
218|Samsung Linear Acceleration Sensor|[0.09618214,-0.022673652,-0.07924843]|1566265899649
218|K6DS3TR Gyroscope|[0.0043982267,0.0032009296,0.016358972]|1566265899657
218|K6DS3TR Accelerometer|[0.4237737,-0.130484,9.781511]|1566265899659
218|Samsung Linear Acceleration Sensor|[0.095436454,-0.057215653,-0.019366264]|1566265899658
218|K6DS3TR Gyroscope|[0.014782937,-0.015735893,0.023689354]|1566265899666
218|K6DS3TR Accelerometer|[0.33758244,-0.20949265,9.838972]|1566265899668
218|Samsung Linear Acceleration Sensor|[0.0068409145,-0.13681284,0.038170815]|1566265899668
218|K6DS3TR Gyroscope|[0.016615532,-0.0047403164,0.01513724]|1566265899677
218|K6DS3TR Accelerometer|[0.272939,-0.35434186,10.095152]|1566265899679
218|Samsung Linear Acceleration Sensor|[-0.05885744,-0.28185686,0.294384]|1566265899679
218|K6DS3TR Gyroscope|[0.019058993,0.012974773,0.0035308013]|1566265899687
218|K6DS3TR Accelerometer|[0.47046062,-0.12808979,10.084377]|1566265899689
218|Samsung Linear Acceleration Sensor|[0.13910985,-0.056157134,0.28359127]|1566265899688
218|K6DS3TR Gyroscope|[0.009896014,-0.0010751262,-7.452556E-4]|1566265899696
218|K6DS3TR Accelerometer|[0.45250413,-0.011971008,9.992201]|1566265899698
218|Samsung Linear Acceleration Sensor|[0.12012988,0.059895802,0.19144821]|1566265899698
218|K6DS3TR Gyroscope|[0.01050688,0.019083425,0.0016982054]|1566265899706
218|K6DS3TR Accelerometer|[0.5722142,-0.20111294,9.994595]|1566265899709
218|Samsung Linear Acceleration Sensor|[0.24026194,-0.12910967,0.19382858]|1566265899709
218|K6DS3TR Gyroscope|[0.018448127,-0.007183779,-0.0105191]|1566265899717
218|K6DS3TR Accelerometer|[0.1376666,-0.5243302,9.941922]|1566265899719
218|Samsung Linear Acceleration Sensor|[-0.19573916,-0.4518763,0.14120865]|1566265899718
218|K6DS3TR Gyroscope|[7.3303655E-4,0.023359481,-0.009297369]|1566265899727
218|K6DS3TR Accelerometer|[0.40821138,-0.11133038,10.230424]|1566265899729
218|Samsung Linear Acceleration Sensor|[0.076367676,-0.037089303,0.4296713]|1566265899729
218|K6DS3TR Gyroscope|[0.017226398,0.008087851,-0.021514673]|1566265899737
218|K6DS3TR Accelerometer|[0.32800564,-0.12808979,10.040085]|1566265899739
218|Samsung Linear Acceleration Sensor|[-0.0036780536,-0.05390767,0.23932648]|1566265899738
218|K6DS3TR Gyroscope|[-0.0053756163,-0.0016859919,-0.02334727]|1566265899746
218|K6DS3TR Accelerometer|[0.4177882,-0.25857377,9.722853]|1566265899748
218|Samsung Linear Acceleration Sensor|[0.08517772,-0.18203503,-0.077856064]|1566265899748
218|K6DS3TR Gyroscope|[0.0031764973,-0.00840551,-0.02334727]|1566265899757
218|K6DS3TR Accelerometer|[0.4381389,-0.21428105,9.598354]|1566265899759
218|Samsung Linear Acceleration Sensor|[0.10377231,-0.13613634,-0.20228195]|1566265899759
218|K6DS3TR Gyroscope|[0.0062308237,-0.016957622,-0.025179865]|1566265899767
218|K6DS3TR Accelerometer|[0.4189853,-0.11252748,9.807847]|1566265899768
218|Samsung Linear Acceleration Sensor|[0.082018614,-0.033387393,0.0073070526]|1566265899768
218|K6DS3TR Gyroscope|[-0.012706,0.02641381,-0.019682078]|1566265899776
218|K6DS3TR Accelerometer|[0.2813187,0.11492168,9.751583]|1566265899778
218|Samsung Linear Acceleration Sensor|[-0.053633034,0.1959826,-0.049009323]|1566265899779
218|K6DS3TR Gyroscope|[1.221709E-4,-0.004129451,-0.035564575]|1566265899787
218|K6DS3TR Accelerometer|[0.4345476,-0.062249243,9.919178]|1566265899789
218|Samsung Linear Acceleration Sensor|[0.098511696,0.019246086,0.118626595]|1566265899789
218|K6DS3TR Gyroscope|[-0.013927732,0.020916022,-0.04167323]|1566265899796
218|K6DS3TR Accelerometer|[0.2657564,-0.19033903,9.630676]|1566265899798
218|Samsung Linear Acceleration Sensor|[-0.06869137,-0.10694248,-0.16991425]|1566265899798
218|K6DS3TR Gyroscope|[-0.0065973476,-0.0035185888,-0.048392743]|1566265899806
218|K6DS3TR Accelerometer|[0.6536171,-0.094570965,10.00896]|1566265899808
218|Samsung Linear Acceleration Sensor|[0.31768167,-0.010053389,0.20842934]|1566265899809
218|K6DS3TR Gyroscope|[0.0025656316,0.012974773,-0.044116687]|1566265899817
218|K6DS3TR Accelerometer|[0.46806642,0.11492168,9.589975]|1566265899819
218|Samsung Linear Acceleration Sensor|[0.13211039,0.19911847,-0.21055698]|1566265899819
218|K6DS3TR Gyroscope|[0.0062308237,0.0050335266,-0.04350582]|1566265899826
218|K6DS3TR Accelerometer|[0.47165772,-0.019153614,9.866506]|1566265899828
218|Samsung Linear Acceleration Sensor|[0.13477188,0.06420861,0.06599808]|1566265899828
218|K6DS3TR Gyroscope|[-0.0084299445,0.011753045,-0.040451497]|1566265899836
218|K6DS3TR Accelerometer|[0.25977087,0.1328782,9.7240505]|1566265899839
218|Samsung Linear Acceleration Sensor|[-0.076933354,0.21637905,-0.07646179]|1566265899839
218|K6DS3TR Gyroscope|[0.0050090924,0.002590064,-0.047171015]|1566265899847
218|K6DS3TR Accelerometer|[0.5793968,0.56982,9.143456]|1566265899849
218|Samsung Linear Acceleration Sensor|[0.2410492,0.6501109,-0.6570263]|1566265899848
218|K6DS3TR Gyroscope|[-0.0023212917,0.028857272,-0.048392743]|1566265899856
218|K6DS3TR Accelerometer|[0.40581718,-0.770933,9.878476]|1566265899858
218|Samsung Linear Acceleration Sensor|[0.068887204,-0.6906032,0.07794571]|1566265899858
218|K6DS3TR Gyroscope|[-0.007208213,7.574707E-4,-0.036786303]|1566265899867
218|K6DS3TR Accelerometer|[0.36511576,-0.557849,9.931149]|1566265899869
218|Samsung Linear Acceleration Sensor|[0.026940286,-0.47577405,0.13067436]|1566265899869
218|K6DS3TR Gyroscope|[0.018448127,-0.026731467,-0.03739717]|1566265899877
218|K6DS3TR Accelerometer|[0.51954174,0.25258827,9.953894]|1566265899878
218|Samsung Linear Acceleration Sensor|[0.17733443,0.33287007,0.15354443]|1566265899878
218|K6DS3TR Gyroscope|[7.3303655E-4,0.006255258,-0.035564575]|1566265899886
218|K6DS3TR Accelerometer|[0.5482722,-0.1316811,9.91798]|1566265899888
218|Samsung Linear Acceleration Sensor|[0.20492238,-0.0513385,0.11767197]|1566265899889
218|K6DS3TR Gyroscope|[0.0043982267,-0.0010751262,-0.045949284]|1566265899897
218|K6DS3TR Accelerometer|[0.33518824,-0.20590134,9.872491]|1566265899899
218|Samsung Linear Acceleration Sensor|[-0.0096312165,-0.12564197,0.0722332]|1566265899899
218|K6DS3TR Gyroscope|[0.011728611,0.022137754,-0.041062362]|1566265899906
218|K6DS3TR Accelerometer|[0.320823,-0.20949265,9.868899]|1566265899908
218|Samsung Linear Acceleration Sensor|[-0.022896975,-0.12980253,0.06859875]|1566265899908
218|K6DS3TR Gyroscope|[0.020891588,1.4660507E-4,-0.04167323]|1566265899916
218|K6DS3TR Accelerometer|[0.5410896,-0.045489833,9.965864]|1566265899919
218|Samsung Linear Acceleration Sensor|[0.1960049,0.032577984,0.16559887]|1566265899919
218|K6DS3TR Gyroscope|[7.3303655E-4,0.015418235,-0.04900361]|1566265899927
218|K6DS3TR Accelerometer|[0.51595044,-0.039504327,10.0987425]|1566265899929
218|Samsung Linear Acceleration Sensor|[0.17080346,0.038703613,0.29848003]|1566265899928
218|K6DS3TR Gyroscope|[0.00928515,0.025192078,-0.044116687]|1566265899936
218|K6DS3TR Accelerometer|[0.29927522,-0.093373865,9.940725]|1566265899938
218|Samsung Linear Acceleration Sensor|[-0.04457611,-0.015873313,0.14041233]|1566265899938
218|K6DS3TR Gyroscope|[0.008063419,-0.0029077232,-0.04900361]|1566265899947
218|K6DS3TR Accelerometer|[0.51475334,-0.10055647,9.817424]|1566265899949
218|Samsung Linear Acceleration Sensor|[0.16922465,-0.0236516,0.01716423]|1566265899949
218|K6DS3TR Gyroscope|[-0.010873403,0.019083425,-0.05022534]|1566265899957
218|K6DS3TR Accelerometer|[0.41060558,-0.20470424,9.704897]|1566265899959
218|Samsung Linear Acceleration Sensor|[0.06559238,-0.12630397,-0.09536934]|1566265899958
218|K6DS3TR Gyroscope|[-0.0017104261,0.010531314,-0.045949284]|1566265899966
218|K6DS3TR Accelerometer|[0.50397944,-0.093373865,9.69532]|1566265899968
218|Samsung Linear Acceleration Sensor|[0.1584054,-0.014413267,-0.10492134]|1566265899968
218|K6DS3TR Gyroscope|[-0.0017104261,0.020916022,-0.04350582]|1566265899977
218|K6DS3TR Accelerometer|[0.49799395,-0.011971008,9.655815]|1566265899979
218|Samsung Linear Acceleration Sensor|[0.15269431,0.06730758,-0.14443302]|1566265899979
218|K6DS3TR Gyroscope|[-0.009040806,0.020916022,-0.045949284]|1566265899987
218|K6DS3TR Accelerometer|[0.34596214,-0.08020575,9.730036]|1566265899988
218|Samsung Linear Acceleration Sensor|[0.0012713373,2.8207898E-5,-0.07022667]|1566265899988
218|K6DS3TR Gyroscope|[-0.004153885,0.005644392,-0.04533842]|1566265899996
218|K6DS3TR Accelerometer|[0.45130703,-0.23942018,10.095152]|1566265899998
218|Samsung Linear Acceleration Sensor|[0.10571405,-0.1583698,0.29492855]|1566265899998
218|K6DS3TR Gyroscope|[-0.0065973476,0.013585638,-0.04656015]|1566265900007
218|K6DS3TR Accelerometer|[0.50038815,-0.107739076,9.763555]|1566265900009
218|Samsung Linear Acceleration Sensor|[0.15446937,-0.025659844,-0.036649704]|1566265900009
218|K6DS3TR Gyroscope|[0.003787361,0.011753045,-0.047781877]|1566265900016
218|K6DS3TR Accelerometer|[0.4333505,-0.15203181,9.967062]|1566265900018
218|Samsung Linear Acceleration Sensor|[0.08699456,-0.06986522,0.16687393]|1566265900018
218|K6DS3TR Gyroscope|[-0.007208213,1.4660507E-4,-0.04900361]|1566265900026
218|K6DS3TR Accelerometer|[0.32800564,0.0035913025,9.884461]|1566265900028
218|Samsung Linear Acceleration Sensor|[-0.019499272,0.08656464,0.08432102]|1566265900029
218|K6DS3TR Gyroscope|[0.0050090924,0.008698717,-0.052668802]|1566265900037
218|K6DS3TR Accelerometer|[0.37110126,-0.009576807,9.765948]|1566265900039
218|Samsung Linear Acceleration Sensor|[0.023438632,0.07279354,-0.03419113]|1566265900039
218|K6DS3TR Gyroscope|[0.0050090924,0.011142179,-0.054501396]|1566265900046
218|K6DS3TR Accelerometer|[0.35913026,-0.29807812,9.807847]|1566265900048
218|Samsung Linear Acceleration Sensor|[0.011680305,-0.21585806,0.0076990128]|1566265900048
218|K6DS3TR Gyroscope|[0.01295034,-0.00840551,-0.06061005]|1566265900056
218|K6DS3TR Accelerometer|[0.33279404,-0.1400608,9.589975]|1566265900058
218|Samsung Linear Acceleration Sensor|[-0.01618424,-0.058740832,-0.21012688]|1566265900059
218|K6DS3TR Gyroscope|[0.02333505,0.009920448,-0.06488611]|1566265900067
218|K6DS3TR Accelerometer|[0.30047232,-0.03232172,9.613917]|1566265900069
218|Samsung Linear Acceleration Sensor|[-0.048021436,0.046872966,-0.18621922]|1566265900069
218|K6DS3TR Gyroscope|[0.017837264,-0.0010751262,-0.061220914]|1566265900076
218|K6DS3TR Accelerometer|[0.2789245,-0.25857377,9.659407]|1566265900078
218|Samsung Linear Acceleration Sensor|[-0.069966644,-0.18060125,-0.14072514]|1566265900078
218|K6DS3TR Gyroscope|[0.009896014,0.005644392,-0.05511226]|1566265900086
218|K6DS3TR Accelerometer|[0.29807812,-0.1340753,9.697714]|1566265900088
218|Samsung Linear Acceleration Sensor|[-0.05041644,-0.056508906,-0.10243511]|1566265900089
218|K6DS3TR Gyroscope|[0.005619958,0.009920448,-0.06488611]|1566265900097
218|K6DS3TR Accelerometer|[0.31244332,-0.076614454,10.055647]|1566265900099
218|Samsung Linear Acceleration Sensor|[-0.035132498,7.666275E-4,0.2554636]|1566265900099
218|K6DS3TR Gyroscope|[0.0068416875,0.017250832,-0.07343822]|1566265900106
218|K6DS3TR Accelerometer|[0.2753332,-0.073023155,10.157401]|1566265900108
218|Samsung Linear Acceleration Sensor|[-0.07047236,0.0039050654,0.35715103]|1566265900108
218|K6DS3TR Gyroscope|[-0.0065973476,-4.6426058E-4,-0.06610784]|1566265900116
218|K6DS3TR Accelerometer|[0.46327803,-0.055066638,10.334572]|1566265900118
218|Samsung Linear Acceleration Sensor|[0.11730623,0.022594824,0.5343342]|1566265900119
218|K6DS3TR Gyroscope|[-0.0035430193,1.4660507E-4,-0.06427524]|1566265900127
218|K6DS3TR Accelerometer|[0.38307226,-0.51116204,10.272323]|1566265900128
218|Samsung Linear Acceleration Sensor|[0.036943674,-0.43205053,0.47210217]|1566265900128
218|K6DS3TR Gyroscope|[1.221709E-4,7.574707E-4,-0.07588168]|1566265900136
218|K6DS3TR Accelerometer|[0.48722005,-0.2825158,10.14543]|1566265900138
218|Samsung Linear Acceleration Sensor|[0.14068386,-0.20201337,0.34523487]|1566265900139
218|K6DS3TR Gyroscope|[-0.0023212917,0.009309582,-0.074049085]|1566265900147
218|K6DS3TR Accelerometer|[0.29328972,0.19512744,9.57561]|1566265900149
218|Samsung Linear Acceleration Sensor|[-0.052597255,0.2761709,-0.22460365]|1566265900149
218|K6DS3TR Gyroscope|[0.0025656316,-0.004129451,-0.07588168]|1566265900156
218|K6DS3TR Accelerometer|[0.20111294,-0.3866636,9.922769]|1566265900158
218|Samsung Linear Acceleration Sensor|[-0.14508872,-0.30488393,0.1225729]|1566265900158
218|K6DS3TR Gyroscope|[0.00928515,0.025192078,-0.072216496]|1566265900166
218|K6DS3TR Accelerometer|[0.44891283,-0.20949265,9.706094]|1566265900168
218|Samsung Linear Acceleration Sensor|[0.10496414,-0.12748751,-0.09418011]|1566265900169
218|K6DS3TR Gyroscope|[0.02577851,-0.009016374,-0.07771428]|1566265900177
218|K6DS3TR Accelerometer|[0.36272156,-0.20590134,9.764751]|1566265900179
218|Samsung Linear Acceleration Sensor|[0.017660022,-0.12517646,-0.03549385]|1566265900179
218|K6DS3TR Gyroscope|[0.007452553,-0.0022968575,-0.07343822]|1566265900186
218|K6DS3TR Accelerometer|[0.50996494,0.10295067,9.7958765]|1566265900188
218|Samsung Linear Acceleration Sensor|[0.16415682,0.18342847,-0.0043439865]|1566265900188
218|K6DS3TR Gyroscope|[0.007452553,0.0038117953,-0.06610784]|1566265900196
218|K6DS3TR Accelerometer|[0.38067806,-0.08619126,10.018537]|1566265900198
218|Samsung Linear Acceleration Sensor|[0.034759343,-0.0060711503,0.21831703]|1566265900199
218|K6DS3TR Gyroscope|[0.007452553,-0.00840551,-0.06427524]|1566265900207
218|K6DS3TR Accelerometer|[0.29568392,-0.19871874,10.181343]|1566265900209
218|Samsung Linear Acceleration Sensor|[-0.05133,-0.118793204,0.38115978]|1566265900209
218|K6DS3TR Gyroscope|[-0.0029321574,-0.0065729134,-0.074049085]|1566265900216
218|K6DS3TR Accelerometer|[0.415394,-0.21068975,10.178948]|1566265900218
218|Samsung Linear Acceleration Sensor|[0.067377985,-0.12980555,0.37880898]|1566265900219
218|K6DS3TR Gyroscope|[1.221709E-4,-0.009016374,-0.0685513]|1566265900227
218|K6DS3TR Accelerometer|[0.25378537,0.10175357,9.890448]|1566265900228
